Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord,xyStatus,crimeCat
16-038332,2016-08,08/03/2016 15:00,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3532,MISSOURI AVE,18,NA,NA,3532,MISSOURI,899253.9,1003851,FALSE,14
16-038266,2016-08,08/03/2016 15:27,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,400,CONVENTION PZ,35,NA,NA,NA,NA,909665.2,1018855,FALSE,25
16-038309,2016-08,08/03/2016 17:20,Y,NA,NA,1,NA,182999,1,DRUGS-POSSESSION/OTHR UNSPEC DRUG,7725,VERMONT AVE,2,NA,REAR ALLEY,7725,VERMONT,887530.4,988964.8,FALSE,18
16-038302,2016-08,08/03/2016 17:43,Y,NA,NA,1,NA,182130,6,DRUGS-POSSESSION/HEROIN,5592,FLOY AVE,76,NA,REAR,5586,FLOY,889848.5,1047342,FALSE,18
16-038449,2016-08,08/03/2016 22:30,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,CHOUTEAU AVE / S SARAH ST,39,NA,NA,NA,NA,891570.9,1017693,FALSE,14
16-038372,2016-08,08/04/2016 01:30,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4540,LEXINGTON AVE,56,NA,1ST FLOOR,4540,LEXINGTON,893976.2,1032982,FALSE,14
16-038341,2016-08,08/04/2016 02:35,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5952,WELLS AVE,78,NA,NA,5952,WELLS,881538.4,1033914,FALSE,14
16-038357,2016-08,08/04/2016 07:13,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,0,I 64 EASTBOUND / S JEFFERSON A,36,NA,ALIAS S JEFFERSON AVE/EB 40 CITY,NA,NA,900777.1,1017276,FALSE,25
16-038368,2016-08,08/04/2016 08:14,Y,NA,NA,1,NA,182250,4,DRUGS-POSSESSION/COCAINE,310,N 15TH ST,36,CONFLUENCE PREP ACADEMY,REAR 14TH@LOCUST,NA,NA,905455.4,1018670,FALSE,18
16-038414,2016-08,08/04/2016 09:01,Y,NA,NA,1,NA,182400,5,DRUGS-POSSESSION/MARIJUANA,900,N KINGSHIGHWAY BLVD,53,NA,NA,700,KINGSHIGHWAY,887992.3,1027106,FALSE,18
16-038431,2016-08,08/04/2016 10:00,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3114,S GRAND BLVD,25,NA,BREAD COMPANY,NA,NA,893907.5,1008295,FALSE,14
16-038403,2016-08,08/04/2016 11:27,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1438,HODIAMONT AVE,78,NA,NA,NA,NA,881267.4,1034115,FALSE,14
16-038408,2016-08,08/04/2016 12:00,Y,NA,NA,1,NA,182400,5,DRUGS-POSSESSION/MARIJUANA,4851,FOUNTAIN AVE,53,NA,NA,4800,FOUNTAIN,889120.2,1027730,FALSE,18
16-038415,2016-08,08/04/2016 12:15,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3949,GRAVOIS AVE,15,NA,NA,3949,GRAVOIS,890816.3,1004148,FALSE,14
16-038427,2016-08,08/04/2016 12:40,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1515,HAMPTON AVE,42,NA,@DENNYS - HAMPTON,NA,NA,880606.3,1015984,FALSE,14
16-038435,2016-08,08/04/2016 13:00,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4465,WEST PINE BLVD,38,WEST PINE TERRACE,NA,4465,WEST PINE,889657.8,1022387,FALSE,14
16-038469,2016-08,08/04/2016 13:00,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1425,DELMAR BLVD,36,NA,NA,NA,NA,906380.6,1019734,FALSE,14
16-038446,2016-08,08/04/2016 13:30,Y,NA,NA,1,NA,151130,5,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,4708,HIGHLAND AVE,55,NA,NA,4708,HIGHLAND,891369.1,1031002,FALSE,15
16-038447,2016-08,08/04/2016 14:20,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,OLIVE BLVD / N SKINKER BLVD,48,NA,NA,NA,NA,877853,1029191,FALSE,14
16-038451,2016-08,08/04/2016 14:30,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,OLIVE BLVD / N SKINKER BLVD,48,NA,NA,NA,NA,877853,1029191,FALSE,14
16-038619,2016-08,08/04/2016 15:00,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3840,GRAVOIS AVE,15,NA,NA,3840,GRAVOIS,891467.6,1004216,FALSE,14
16-038589,2016-08,08/04/2016 16:00,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5451,ARSENAL ST,13,NA,NA,5451,ARSENAL,882750.7,1009768,FALSE,14
16-038470,2016-08,08/04/2016 16:45,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1119,N TUCKER BLVD,61,MCDONALDS,NA,1119,TUCKER,907258.8,1020890,FALSE,14
16-038462,2016-08,08/04/2016 16:56,Y,NA,NA,1,NA,151130,6,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,6170,LAURA AVE,76,NA,NA,6170,LAURA,887990.8,1044469,FALSE,15
16-038683,2016-08,08/04/2016 18:00,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3454,S SPRING AVE,15,NA,NA,3454,SPRING,892513.7,1005508,FALSE,14
16-038507,2016-08,08/04/2016 20:18,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5914,GOODFELLOW BLVD,73,NA,NA,5914,GOODFELLOW,890353.1,1048839,FALSE,14
16-038514,2016-08,08/04/2016 20:32,Y,NA,NA,1,NA,182130,2,DRUGS-POSSESSION/HEROIN,1615,S KINGSHIGHWAY BLVD,12,NA,@QT - S KINGSHIGHWAY / MCREE,NA,NA,886749.4,1014742,FALSE,18
16-038516,2016-08,08/04/2016 21:15,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,OLIVE BLVD / N SKINKER BLVD,48,NA,NA,NA,NA,877853,1029191,FALSE,14
16-038518,2016-08,08/04/2016 21:17,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,OLIVE BLVD / N SKINKER BLVD,48,NA,OVERPASS,NA,NA,877853,1029191,FALSE,14
16-038525,2016-08,08/04/2016 21:38,Y,NA,NA,1,NA,182400,2,DRUGS-POSSESSION/MARIJUANA,0,S 39TH ST / SHAW BLVD,27,NA,NA,NA,NA,893064.1,1013147,FALSE,18
16-038567,2016-08,08/04/2016 22:00,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2924,SHENANDOAH AVE,25,NA,NA,2924,SHENANDOAH,897263,1010453,FALSE,14
16-038534,2016-08,08/04/2016 23:10,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1209,S TUCKER BLVD,33,NA,NA,1209,TUCKER,905295.5,1013575,FALSE,14
16-038543,2016-08,08/05/2016 00:10,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1302,S BOYLE AVE,39,NA,NA,1302,BOYLE,890653.7,1016710,FALSE,14
16-038552,2016-08,08/05/2016 00:30,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3413,JUNIATA ST,25,NA,NA,3413,JUNIATA,895153.4,1007634,FALSE,14
16-038569,2016-08,08/05/2016 01:00,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1233,BELT AVE,48,NA,NA,1233,BELT,883994.9,1029879,FALSE,14
16-038557,2016-08,08/05/2016 03:28,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,8614,N BROADWAY,74,NA,NA,8614,BROADWAY,897614.1,1050934,FALSE,14
16-038582,2016-08,08/05/2016 07:57,Y,NA,NA,1,NA,130000,3,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",3870,MARINE AVE,18,NA,NA,3870,MARINE,899741.9,1001420,FALSE,13
16-038583,2016-08,08/05/2016 08:00,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4045,DARBY ST,70,NA,NA,4045,DARBY,885009.5,1040582,FALSE,14
16-039152,2016-08,08/05/2016 11:00,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2020,OLIVE ST,36,NA,NA,2020,OLIVE,903247,1019061,FALSE,14
16-038613,2016-08,08/05/2016 11:10,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,1100,WASHINGTON AVE,35,NA,NA,NA,NA,907252.9,1018795,FALSE,25
16-038614,2016-08,08/05/2016 11:42,Y,NA,NA,1,NA,182250,4,DRUGS-POSSESSION/COCAINE,1301,LOCUST ST,36,NA,NA,NA,NA,906292.4,1018750,FALSE,18
16-038620,2016-08,08/05/2016 11:50,Y,NA,NA,1,NA,182250,3,DRUGS-POSSESSION/COCAINE,3134,ST VINCENT AVE,31,NA,NA,3131,ST VINCENT,896899.8,1014199,FALSE,18
16-042114,2016-08,08/05/2016 12:00,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,345,ROSEDALE AVE,46,NA,NA,345,ROSEDALE,878273.1,1026039,FALSE,14
16-038964,2016-08,08/05/2016 12:00,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1554,S 7TH ST,20,NA,NA,1554,7TH,906085,1011155,FALSE,14
16-039183,2016-08,08/05/2016 12:00,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4751,PENROSE ST,69,NA,NA,4751,PENROSE,894095.3,1036217,FALSE,14
16-038639,2016-08,08/05/2016 13:59,Y,NA,NA,1,NA,182130,4,DRUGS-POSSESSION/HEROIN,850,E GRAND AVE,66,E GRAND AVE @ I-70 E/B,E GRAND AVE @ I-70 E/B,NA,NA,904580.1,1034005,FALSE,18
16-039307,2016-08,08/05/2016 18:00,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,6612,ALABAMA AVE,1,NA,NA,6612,ALABAMA,890210.9,992062.3,FALSE,14
16-038682,2016-08,08/05/2016 18:15,Y,NA,NA,1,NA,182999,3,DRUGS-POSSESSION/OTHR UNSPEC DRUG,3529,ARKANSAS AVE,19,NA,APARTMENT BUILDINGS,3530,ARKANSAS,893855.2,1004725,FALSE,18
16-038700,2016-08,08/05/2016 21:00,Y,NA,NA,1,NA,130000,3,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",3265,LEMP AVE,22,NA,NA,NA,NA,900868.3,1005745,FALSE,13
16-038699,2016-08,08/05/2016 21:21,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,301,S BROADWAY,35,NA,NA,NA,NA,908452.6,1015777,FALSE,25
16-038705,2016-08,08/05/2016 21:54,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,800,CLARK AVE,35,NA,NA,NA,NA,907343.1,1016083,FALSE,25
16-038731,2016-08,08/05/2016 22:30,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2126,KISLING LN,63,NA,NA,2126,KISLING,907942.8,1024267,FALSE,14
16-038727,2016-08,08/06/2016 00:01,Y,NA,NA,1,NA,182400,4,DRUGS-POSSESSION/MARIJUANA,1228,WASHINGTON AVE,35,NA,NA,1228,WASHINGTON,906445.8,1019008,FALSE,18
16-039363,2016-08,08/06/2016 00:01,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,7256,GRAVOIS AVE,4,NA,@FIRST BANK - GRAVOIS,7256,GRAVOIS,879416.3,994526.4,FALSE,14
16-038730,2016-08,08/06/2016 01:15,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3662,ILLINOIS AVE,18,NA,APT 7,3662,ILLINOIS,899482.9,1002907,FALSE,14
16-038763,2016-08,08/06/2016 01:30,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3516,PENNSYLVANIA AVE,19,NA,NA,3516,PENNSYLVANIA,896350,1004480,FALSE,14
16-038740,2016-08,08/06/2016 02:12,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2816,TEXAS AVE,30,NA,NA,2815,TEXAS,898976.4,1008465,FALSE,14
16-038760,2016-08,08/06/2016 02:30,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5478,CLEMENS PL,49,NA,NA,5478,CLEMENS,883439,1027595,FALSE,14
16-038757,2016-08,08/06/2016 03:00,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2327,N 14TH ST,63,NA,NA,237,14TH,907142.1,1024735,FALSE,14
16-038755,2016-08,08/06/2016 04:30,Y,NA,NA,1,NA,130000,5,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",5628,ENRIGHT AVE,48,NA,NA,5616,ENRIGHT,882347.8,1027408,FALSE,13
16-038795,2016-08,08/06/2016 10:59,Y,NA,NA,1,NA,152200,3,WEAPONS-CITY VIOL/DISCHRGING IN CITY,3318,LOUISIANA AVE,30,NA,NA,3318,LOUISIANA,894896.6,1005867,FALSE,15
16-040540,2016-08,08/06/2016 13:00,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,905,HORNSBY AVE,74,NA,NA,905,HORNSBY,896666.2,1050724,FALSE,14
16-038814,2016-08,08/06/2016 14:03,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,400,COLE ST,62,NA,CITY STREET,NA,NA,909780.6,1019712,FALSE,25
16-038817,2016-08,08/06/2016 14:18,Y,NA,NA,1,NA,182250,4,DRUGS-POSSESSION/COCAINE,1200,CHESTNUT ST,36,POELKER PARK,CITY PARK,NA,NA,906215.3,1017648,FALSE,18
16-038842,2016-08,08/06/2016 16:13,Y,NA,NA,1,NA,182250,3,DRUGS-POSSESSION/COCAINE,3522,ARKANSAS AVE,19,NA,NA,3500,ARKANSAS,894056.2,1004776,FALSE,18
16-038840,2016-08,08/06/2016 16:38,Y,NA,NA,1,NA,182130,5,DRUGS-POSSESSION/HEROIN,762,WALTON AVE,54,NA,NA,761,WALTON,889565.4,1026473,FALSE,18
16-038838,2016-08,08/06/2016 16:50,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,0,S GRAND BLVD / I 64 EASTBOUND,37,NA,ALIAS S GRAND BLVD/40 EB CITY,NA,NA,895987.1,1018872,FALSE,25
16-038848,2016-08,08/06/2016 16:56,Y,NA,NA,1,NA,182999,3,DRUGS-POSSESSION/OTHR UNSPEC DRUG,3430,S GRAND BLVD,25,NA,@SCHNUCKS- S GRAND AND GRAVOIS,NA,NA,893788.8,1005469,FALSE,18
16-039116,2016-08,08/06/2016 17:00,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1910,S JEFFERSON AVE,23,RANDALL’S WINE AND SPIRITS,NA,1910,JEFFERSON,900076.9,1011929,FALSE,14
16-039124,2016-08,08/06/2016 17:00,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,981,S SKINKER BLVD,44,NA,NA,981,SKINKER,875914.1,1019455,FALSE,14
16-038844,2016-08,08/06/2016 17:15,Y,NA,NA,1,NA,250000,3,LOITERING-BEGGING,1300,GRAVOIS AVE,21,HIGHWAY 55 OFF RAMP,SOULARD NEIGHBORHOOD,1324,RUSSELL,903532.7,1011184,FALSE,25
16-039097,2016-08,08/06/2016 18:00,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3912,DUNNICA AVE,16,NA,NA,3912,DUNNICA,890916.1,1002998,FALSE,14
16-038905,2016-08,08/06/2016 19:00,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4604,ALASKA AVE,16,NA,NA,4504,ALASKA,893353.9,998224.9,FALSE,14
16-038999,2016-08,08/06/2016 22:00,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3215,TAFT AVE,16,NA,NA,NA,NA,894052.1,998127.1,FALSE,14
16-038893,2016-08,08/06/2016 22:40,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2004,NEBRASKA AVE,24,NA,NA,2004,NEBRASKA,897889.5,1012026,FALSE,14
16-038936,2016-08,08/07/2016 05:06,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5823,WILSON AVE,12,RED ROOF HOTEL PARKING LOT,NA,5823,WILSON,881554.4,1013910,FALSE,14
16-038973,2016-08,08/07/2016 12:59,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,800,CLARK AVE,35,NA,NA,800,CLARK,907343.1,1016083,FALSE,25
16-039005,2016-08,08/07/2016 15:00,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5237,PLOVER AVE,72,NA,NA,5237,PLOVER,891328.1,1043370,FALSE,14
16-039028,2016-08,08/07/2016 16:05,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1020,LOUGHBOROUGH AVE,1,SCHNUCKS,@SCHNUCKS - LOUGHBOROUGH,6101,ALABAMA,888369.9,991903,FALSE,14
16-039012,2016-08,08/07/2016 16:10,Y,NA,NA,1,NA,182400,3,DRUGS-POSSESSION/MARIJUANA,3529,ARKANSAS AVE,19,NA,NA,3500,ARKANSAS,893855.2,1004725,FALSE,18
16-039008,2016-08,08/07/2016 16:10,Y,NA,NA,1,NA,182999,4,DRUGS-POSSESSION/OTHR UNSPEC DRUG,2600,OLIVE ST,37,MIDTOWN NEIGHBORHOOD,MIDTOWN NEIGHBORHOOD,NA,NA,901571.9,1019433,FALSE,18
16-039001,2016-08,08/07/2016 16:30,Y,NA,NA,1,NA,250000,3,LOITERING-BEGGING,700,PARK AVE,21,LASALLE NEIGHBORHOOD,NA,NA,NA,906483.4,1012252,FALSE,25
16-039014,2016-08,08/07/2016 17:03,Y,NA,NA,1,NA,250000,1,LOITERING-BEGGING,4110,MERAMEC ST,16,NA,NA,NA,NA,889010.8,1003188,FALSE,25
16-039022,2016-08,08/07/2016 18:00,Y,NA,NA,1,NA,182130,4,DRUGS-POSSESSION/HEROIN,1438,E GRAND BLVD,66,NA,NA,1438,GRAND,904370.9,1033505,FALSE,18
16-039040,2016-08,08/07/2016 18:00,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5537,PARTRIDGE AVE,72,NA,NA,5537,PARTRIDGE,891720.4,1045806,FALSE,14
16-039205,2016-08,08/07/2016 18:00,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3316,S JEFFERSON AVE,22,NA,NA,3315,JEFFERSON,898851.5,1005330,FALSE,14
16-039112,2016-08,08/07/2016 19:00,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4483,DUNCAN AVE,38,NA,PARKING LOT,4483,DUNCAN,889131.3,1020940,FALSE,14
16-039108,2016-08,08/07/2016 19:00,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1912,VICTOR ST,22,NA,NA,1910,VICTOR,901369.4,1008897,FALSE,14
16-039086,2016-08,08/07/2016 19:00,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3723,GILES AVE,15,NA,NA,3723,GILES,892696.1,1003647,FALSE,14
16-039031,2016-08,08/07/2016 19:29,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,707,N 2ND ST,35,NA,@MISSOURI PEDDLERS,707,2ND,910250.1,1018586,FALSE,14
16-039029,2016-08,08/07/2016 19:30,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,FAIR AVE / E KOSSUTH AVE,83,NA,NA,NA,NA,898354.6,1032946,FALSE,14
16-039253,2016-08,08/07/2016 22:00,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5631,BOTANICAL AVE,12,NA,NA,5631,BOTANICAL,882245.9,1012091,FALSE,14
16-039064,2016-08,08/07/2016 23:58,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3906,LOUISIANA AVE,16,NA,NA,3906,LOUISIANA,894321.4,1002225,FALSE,14
16-039109,2016-08,08/08/2016 00:01,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5315,S BROADWAY,1,NA,1ST FLR,5315,BROADWAY,894337.9,994402.6,FALSE,14
16-039060,2016-08,08/08/2016 00:19,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5918,HAMILTON TERR,78,NA,NA,5918,HAMILTON,881199.6,1032634,FALSE,14
16-039150,2016-08,08/08/2016 01:00,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,8333,WALTER AVE,74,NA,NA,8333,WALTER,896950.4,1048991,FALSE,14
16-039119,2016-08,08/08/2016 02:30,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4950,FARLIN AVE,69,NA,NA,4950,FARLIN,891990.5,1036149,FALSE,14
16-039223,2016-08,08/08/2016 05:20,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2800,MARKET ST,37,WELLS FARGO CAMPUS,PARKING GARAGE,2800,MARKET,900400.6,1018440,FALSE,14
16-039093,2016-08,08/08/2016 05:20,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2634,OREGON AVE,24,NA,NA,2634,OREGON,897808.8,1009429,FALSE,14
16-039207,2016-08,08/08/2016 09:00,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1342,MONTCLAIR AVE,78,NA,NA,1342,MONTCLAIR,883723.4,1031194,FALSE,14
16-039156,2016-08,08/08/2016 11:10,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,ADELAIDE AVE / I 70 WESTBOUND,66,NA,NA,NA,NA,902696.4,1036466,FALSE,14
16-039181,2016-08,08/08/2016 14:13,Y,NA,NA,1,NA,182260,3,DRUGS-POSSESSION/METHAMPHETAMINE,3460,TEXAS AVE,19,NA,NA,3440,TEXAS,898320.9,1004417,FALSE,18
16-039415,2016-08,08/08/2016 15:30,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1554,S 7TH ST,20,HERBERT DEVELOPMENT,NA,1554,7TH,906085,1011155,FALSE,14
16-039234,2016-08,08/08/2016 17:30,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3939,CALIFORNIA AVE,16,NA,NA,3939,CALIFORNIA,896697.5,1001528,FALSE,14
16-045129,2016-09,08/08/2016 17:54,Y,NA,NA,1,NA,184999,5,DRUGS-UNLAWFUL PRESCRP/OTHR UNSPEC PRESCRP,4171,LINDELL BLVD,38,NA,@SCHNUCKS - SARAH AND LINDELL,4171,LINDELL,892104.8,1022153,FALSE,18
16-039244,2016-08,08/08/2016 18:55,Y,NA,NA,1,NA,182130,5,DRUGS-POSSESSION/HEROIN,920,BAYARD AVE,53,NA,NA,920,BAYARD,889276.1,1027309,FALSE,18
16-039242,2016-08,08/08/2016 18:55,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,0,BIDDLE ST / N BROADWAY,62,NA,1000 BLOCK N. BROADWAY,NA,NA,909780.6,1020447,FALSE,25
16-039251,2016-08,08/08/2016 19:15,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4232,SHREVE AVE,69,NA,NA,4232,SHREVE,894152.9,1036488,FALSE,14
16-039250,2016-08,08/08/2016 19:25,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2115,PORTIS AVE,13,NA,NA,2115,PORTIS,887875.6,1012328,FALSE,14
16-039248,2016-08,08/08/2016 20:27,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,600,OLIVE ST,35,NA,NA,NA,NA,908586.3,1017596,FALSE,25
16-039302,2016-08,08/08/2016 20:30,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4360,VISTA AVE,39,NA,NA,4360,VISTA,889234.8,1016069,FALSE,14
16-039324,2016-08,08/08/2016 21:00,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4068,OLIVE ST,38,NA,APT D,4068,OLIVE,893502.2,1022984,FALSE,14
16-039257,2016-08,08/08/2016 21:30,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,200,S 8TH ST,35,NA,NA,NA,NA,907623,1016269,FALSE,25
16-039353,2016-08,08/08/2016 21:30,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1311,N 9TH ST,62,COCHRAN,NA,1311,9TH,908605.4,1021005,FALSE,14
16-039393,2016-08,08/08/2016 21:33,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5455,ORIOLE AVE,72,NA,NA,5455,ORIOLE,891343.2,1044991,FALSE,14
16-039262,2016-08,08/08/2016 22:10,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,400,S 8TH ST,35,NA,@METROLINK - BUSCH STADIUM,NA,NA,907494,1015983,FALSE,25
16-039272,2016-08,08/08/2016 23:00,Y,NA,NA,1,NA,182130,4,DRUGS-POSSESSION/HEROIN,1200,WASHINGTON AVE,36,NA,NA,NA,NA,906711.3,1018939,FALSE,18
